active,comment,id,group_ids
TRUE,,sd.BAR_delete_buttontender_tree_delete_button,"Sup_Purchase_Manager,Sup_Product_Manager,Sup_Consumption_Management,Sup_Demand_Manager,Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_doc_importauto_supply_import_lines_wizard_import_auto_supply_line,"Sup_Supply_System_Administrator,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_tender_flowrfq_line_unlink_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_tender_flowrfq_cancel_wizard_form_view_cancel_and_resource,"Sup_Supply_System_Administrator,Sup_Purchase_CR"
TRUE,,sd.BAR_stockview_inventory_form_action_cancel_inventary,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_inventory_form_action_confirm,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_inventory_form_action_done,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_stockview_inventory_form_action_cancel_draft,"Sup_Warehouse_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_sale_overrideview_compute_schedulers_wizard_replace_procure_calculation,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_procurement_reportview_compute_schedulers_wizard_min_max_procure_calculation_min_max,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager"
TRUE,,sd.BAR_procurement_reportview_compute_schedulers_wizard_purchase_procure_calculation_purchase,"Sup_Supply_System_Administrator,Sup_Purchase_Officer,Sup_Purchase_Manager,Sup_Warehouse_Manager,Sup_Demand_Manager,Sup_Supply_Config"
TRUE,,sd.BAR_delete_buttonview_order_tree_delete_button,"Sup_Demand_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_msf_custom_settingspurchase_move_buttons_rfq_done,Sup_Purchase_Manager
TRUE,,sd.BAR_stockview_picking_in_form_stockact_stock_return_picking,Useability / No One
TRUE,,sd.BAR_specific_rulescost_reevaluation_form_view_action_confirm,"Sup_Product_Manager,Sup_Supply_System_Administrator"
TRUE,,sd.BAR_specific_rulescost_reevaluation_form_view_action_done,"Sup_Product_Manager,Sup_Supply_System_Administrator"
